시행횟수,100번,1000번,10000번,100000번
79587번째수,,,,4.2
79588번째수,,,,2.53
79589번째수,,,,2.74
79590번째수,,,,3.35
79591번째수,,,,5.37
79592번째수,,,,3.52
79593번째수,,,,1.6
79594번째수,,,,5.26
79595번째수,,,,5.61
79596번째수,,,,5.37
79597번째수,,,,2.96
79598번째수,,,,3.32
79599번째수,,,,1.16
79600번째수,,,,4.79
79601번째수,,,,3.14
79602번째수,,,,1.52
79603번째수,,,,4.73
79604번째수,,,,3.41
79605번째수,,,,4.67
79606번째수,,,,3.59
79607번째수,,,,3.26
79608번째수,,,,2.72
79609번째수,,,,5.22
79610번째수,,,,3.14
79611번째수,,,,1.03
79612번째수,,,,3.35
79613번째수,,,,4.61
79614번째수,,,,2.18
79615번째수,,,,5.8
79616번째수,,,,5.49
79617번째수,,,,2.44
79618번째수,,,,1.91
79619번째수,,,,4.58
79620번째수,,,,3.98
79621번째수,,,,5.15
79622번째수,,,,5.77
79623번째수,,,,3.32
79624번째수,,,,2.21
79625번째수,,,,2.12
79626번째수,,,,1.42
79627번째수,,,,3.91
79628번째수,,,,4.88
79629번째수,,,,5.62
79630번째수,,,,1.31
79631번째수,,,,5.38
79632번째수,,,,5.7
79633번째수,,,,3.87
79634번째수,,,,2.86
79635번째수,,,,4.88
79636번째수,,,,3.12
79637번째수,,,,3.2
79638번째수,,,,4.24
79639번째수,,,,4.63
79640번째수,,,,4.13
79641번째수,,,,1.29
79642번째수,,,,4.66
79643번째수,,,,4.91
79644번째수,,,,3.92
79645번째수,,,,4.95
79646번째수,,,,4.36
79647번째수,,,,5.08
79648번째수,,,,2.36
79649번째수,,,,5.52
79650번째수,,,,1.53
79651번째수,,,,4.71
79652번째수,,,,5.81
79653번째수,,,,4.75
79654번째수,,,,4.97
79655번째수,,,,4.0
79656번째수,,,,4.62
79657번째수,,,,1.2
79658번째수,,,,2.15
79659번째수,,,,2.76
79660번째수,,,,3.78
79661번째수,,,,3.7
79662번째수,,,,4.02
79663번째수,,,,1.54
79664번째수,,,,4.54
79665번째수,,,,2.92
79666번째수,,,,1.19
79667번째수,,,,4.95
79668번째수,,,,4.44
79669번째수,,,,1.4
79670번째수,,,,2.91
79671번째수,,,,2.97
79672번째수,,,,2.99
79673번째수,,,,5.58
79674번째수,,,,3.66
79675번째수,,,,2.53
79676번째수,,,,3.76
79677번째수,,,,4.98
79678번째수,,,,3.52
79679번째수,,,,4.2
79680번째수,,,,1.44
79681번째수,,,,3.56
79682번째수,,,,1.93
79683번째수,,,,1.16
79684번째수,,,,2.85
79685번째수,,,,5.98
79686번째수,,,,5.19
79687번째수,,,,1.43
79688번째수,,,,3.63
79689번째수,,,,5.18
79690번째수,,,,5.43
79691번째수,,,,1.83
79692번째수,,,,5.64
79693번째수,,,,1.4
79694번째수,,,,1.59
79695번째수,,,,1.27
79696번째수,,,,2.97
79697번째수,,,,4.28
79698번째수,,,,5.84
79699번째수,,,,4.55
79700번째수,,,,4.9
79701번째수,,,,4.24
79702번째수,,,,1.98
79703번째수,,,,1.24
79704번째수,,,,4.67
79705번째수,,,,2.88
79706번째수,,,,2.05
79707번째수,,,,1.6
79708번째수,,,,2.54
79709번째수,,,,1.96
79710번째수,,,,1.46
79711번째수,,,,1.53
79712번째수,,,,1.1
79713번째수,,,,3.57
79714번째수,,,,1.22
79715번째수,,,,1.86
79716번째수,,,,4.18
79717번째수,,,,1.63
79718번째수,,,,2.49
79719번째수,,,,3.13
79720번째수,,,,3.34
79721번째수,,,,5.55
79722번째수,,,,4.03
79723번째수,,,,3.1
79724번째수,,,,1.55
79725번째수,,,,3.54
79726번째수,,,,3.67
79727번째수,,,,1.1
79728번째수,,,,1.94
79729번째수,,,,3.36
79730번째수,,,,5.75
79731번째수,,,,2.59
79732번째수,,,,1.18
79733번째수,,,,2.08
79734번째수,,,,4.87
79735번째수,,,,5.77
79736번째수,,,,4.84
79737번째수,,,,3.1
79738번째수,,,,3.81
79739번째수,,,,4.77
79740번째수,,,,4.07
79741번째수,,,,2.19
79742번째수,,,,3.09
79743번째수,,,,1.96
79744번째수,,,,4.42
79745번째수,,,,2.41
79746번째수,,,,4.13
79747번째수,,,,1.09
79748번째수,,,,1.04
79749번째수,,,,4.72
79750번째수,,,,5.18
79751번째수,,,,5.14
79752번째수,,,,3.67
79753번째수,,,,3.18
79754번째수,,,,1.56
79755번째수,,,,5.74
79756번째수,,,,1.27
79757번째수,,,,2.55
79758번째수,,,,4.59
79759번째수,,,,4.57
79760번째수,,,,3.77
79761번째수,,,,2.65
79762번째수,,,,2.18
79763번째수,,,,3.31
79764번째수,,,,4.34
79765번째수,,,,4.72
79766번째수,,,,4.16
79767번째수,,,,5.41
79768번째수,,,,1.58
79769번째수,,,,1.39
79770번째수,,,,5.73
79771번째수,,,,4.56
79772번째수,,,,3.24
79773번째수,,,,4.38
79774번째수,,,,5.26
79775번째수,,,,3.55
79776번째수,,,,5.52
79777번째수,,,,2.61
79778번째수,,,,5.49
79779번째수,,,,5.66
79780번째수,,,,3.22
79781번째수,,,,2.18
79782번째수,,,,5.63
79783번째수,,,,4.07
79784번째수,,,,4.46
79785번째수,,,,3.34
79786번째수,,,,2.82
79787번째수,,,,5.86
79788번째수,,,,1.02
79789번째수,,,,3.69
79790번째수,,,,2.29
79791번째수,,,,5.15
79792번째수,,,,3.32
79793번째수,,,,5.18
79794번째수,,,,3.54
79795번째수,,,,2.08
79796번째수,,,,1.5
79797번째수,,,,3.71
79798번째수,,,,3.86
79799번째수,,,,3.07
79800번째수,,,,2.95
79801번째수,,,,5.75
79802번째수,,,,2.39
79803번째수,,,,3.93
79804번째수,,,,3.18
79805번째수,,,,3.69
79806번째수,,,,1.11
79807번째수,,,,5.59
79808번째수,,,,1.98
79809번째수,,,,2.2
79810번째수,,,,5.88
79811번째수,,,,2.65
79812번째수,,,,1.86
79813번째수,,,,5.01
79814번째수,,,,2.82
79815번째수,,,,2.58
79816번째수,,,,1.9
79817번째수,,,,3.66
79818번째수,,,,3.17
79819번째수,,,,4.32
79820번째수,,,,5.83
79821번째수,,,,3.98
79822번째수,,,,1.25
79823번째수,,,,3.33
79824번째수,,,,1.47
79825번째수,,,,5.71
79826번째수,,,,4.03
79827번째수,,,,4.48
79828번째수,,,,5.55
79829번째수,,,,5.44
79830번째수,,,,4.15
79831번째수,,,,2.11
79832번째수,,,,4.09
79833번째수,,,,1.77
79834번째수,,,,1.23
79835번째수,,,,5.51
79836번째수,,,,4.84
79837번째수,,,,5.89
79838번째수,,,,3.51
79839번째수,,,,5.49
79840번째수,,,,4.43
79841번째수,,,,2.92
79842번째수,,,,4.65
79843번째수,,,,2.31
79844번째수,,,,4.47
79845번째수,,,,2.53
79846번째수,,,,3.21
79847번째수,,,,3.92
79848번째수,,,,5.65
79849번째수,,,,2.02
79850번째수,,,,5.31
79851번째수,,,,2.52
79852번째수,,,,4.92
79853번째수,,,,1.49
79854번째수,,,,3.98
79855번째수,,,,4.45
79856번째수,,,,1.48
79857번째수,,,,4.84
79858번째수,,,,2.39
79859번째수,,,,4.27
79860번째수,,,,3.82
79861번째수,,,,3.34
79862번째수,,,,3.36
79863번째수,,,,3.23
79864번째수,,,,3.7
79865번째수,,,,4.5
79866번째수,,,,4.24
79867번째수,,,,4.2
79868번째수,,,,3.14
79869번째수,,,,4.91
79870번째수,,,,3.38
79871번째수,,,,1.59
79872번째수,,,,2.5
79873번째수,,,,3.48
79874번째수,,,,3.58
79875번째수,,,,4.46
79876번째수,,,,2.03
79877번째수,,,,3.79
79878번째수,,,,2.88
79879번째수,,,,5.81
79880번째수,,,,2.14
79881번째수,,,,3.19
79882번째수,,,,4.01
79883번째수,,,,4.61
79884번째수,,,,3.62
79885번째수,,,,3.98
79886번째수,,,,5.41
79887번째수,,,,1.3
79888번째수,,,,3.15
79889번째수,,,,4.86
79890번째수,,,,2.78
79891번째수,,,,5.24
79892번째수,,,,1.26
79893번째수,,,,2.19
79894번째수,,,,1.29
79895번째수,,,,4.47
79896번째수,,,,2.11
79897번째수,,,,1.62
79898번째수,,,,1.37
79899번째수,,,,4.35
79900번째수,,,,3.87
79901번째수,,,,3.33
79902번째수,,,,2.37
79903번째수,,,,3.41
79904번째수,,,,1.2
79905번째수,,,,5.74
79906번째수,,,,4.9
79907번째수,,,,1.87
79908번째수,,,,3.09
79909번째수,,,,5.45
79910번째수,,,,2.68
79911번째수,,,,1.71
79912번째수,,,,4.36
79913번째수,,,,4.12
79914번째수,,,,2.72
79915번째수,,,,2.46
79916번째수,,,,2.79
79917번째수,,,,3.41
79918번째수,,,,4.83
79919번째수,,,,4.26
79920번째수,,,,5.98
79921번째수,,,,2.21
79922번째수,,,,2.6
79923번째수,,,,4.13
79924번째수,,,,4.47
79925번째수,,,,4.73
79926번째수,,,,4.57
79927번째수,,,,1.49
79928번째수,,,,5.64
79929번째수,,,,4.25
79930번째수,,,,1.47
79931번째수,,,,4.52
79932번째수,,,,3.9
79933번째수,,,,5.79
79934번째수,,,,4.3
79935번째수,,,,3.69
79936번째수,,,,2.04
79937번째수,,,,2.92
79938번째수,,,,4.25
79939번째수,,,,5.32
79940번째수,,,,4.48
79941번째수,,,,2.22
79942번째수,,,,5.53
79943번째수,,,,5.29
79944번째수,,,,3.41
79945번째수,,,,3.44
79946번째수,,,,5.94
79947번째수,,,,2.23
79948번째수,,,,1.96
79949번째수,,,,5.12
79950번째수,,,,5.48
79951번째수,,,,2.24
79952번째수,,,,4.34
79953번째수,,,,1.35
79954번째수,,,,4.69
79955번째수,,,,5.17
79956번째수,,,,5.06
79957번째수,,,,4.11
79958번째수,,,,2.85
79959번째수,,,,5.94
79960번째수,,,,5.58
79961번째수,,,,3.49
79962번째수,,,,4.62
79963번째수,,,,5.92
79964번째수,,,,3.74
79965번째수,,,,5.93
79966번째수,,,,3.76
79967번째수,,,,3.58
79968번째수,,,,3.59
79969번째수,,,,5.33
79970번째수,,,,2.24
79971번째수,,,,4.92
79972번째수,,,,5.02
79973번째수,,,,2.59
79974번째수,,,,5.07
79975번째수,,,,2.21
79976번째수,,,,1.7
79977번째수,,,,2.7
79978번째수,,,,1.13
79979번째수,,,,1.51
79980번째수,,,,2.71
79981번째수,,,,2.73
79982번째수,,,,2.41
79983번째수,,,,5.1
79984번째수,,,,1.12
79985번째수,,,,3.25
79986번째수,,,,2.34
79987번째수,,,,3.08
79988번째수,,,,4.64
79989번째수,,,,1.58
79990번째수,,,,2.38
79991번째수,,,,1.44
79992번째수,,,,3.54
79993번째수,,,,1.12
79994번째수,,,,3.84
79995번째수,,,,4.48
79996번째수,,,,5.39
79997번째수,,,,3.94
79998번째수,,,,4.97
79999번째수,,,,1.52
80000번째수,,,,4.67
80001번째수,,,,1.41
80002번째수,,,,1.85
80003번째수,,,,5.34
80004번째수,,,,4.76
80005번째수,,,,1.19
80006번째수,,,,5.98
80007번째수,,,,3.22
80008번째수,,,,4.66
80009번째수,,,,4.92
80010번째수,,,,4.32
80011번째수,,,,2.04
80012번째수,,,,3.05
80013번째수,,,,3.9
80014번째수,,,,2.31
80015번째수,,,,3.25
80016번째수,,,,2.75
80017번째수,,,,1.7
80018번째수,,,,1.87
80019번째수,,,,1.48
80020번째수,,,,4.77
80021번째수,,,,4.22
80022번째수,,,,4.96
80023번째수,,,,3.39
80024번째수,,,,3.11
80025번째수,,,,1.48
80026번째수,,,,2.29
80027번째수,,,,1.26
80028번째수,,,,1.22
80029번째수,,,,5.07
80030번째수,,,,5.33
80031번째수,,,,1.19
80032번째수,,,,5.07
80033번째수,,,,3.6
80034번째수,,,,5.57
80035번째수,,,,3.58
80036번째수,,,,5.12
80037번째수,,,,5.24
80038번째수,,,,5.85
80039번째수,,,,3.77
80040번째수,,,,4.05
80041번째수,,,,3.6
80042번째수,,,,5.85
80043번째수,,,,5.49
80044번째수,,,,4.5
80045번째수,,,,5.94
80046번째수,,,,4.55
80047번째수,,,,3.27
80048번째수,,,,2.65
80049번째수,,,,2.37
80050번째수,,,,1.89
80051번째수,,,,3.8
80052번째수,,,,4.5
80053번째수,,,,5.92
80054번째수,,,,5.07
80055번째수,,,,1.76
80056번째수,,,,2.58
80057번째수,,,,4.78
80058번째수,,,,1.85
80059번째수,,,,2.5
80060번째수,,,,4.7
80061번째수,,,,1.65
80062번째수,,,,5.34
80063번째수,,,,3.54
80064번째수,,,,5.43
80065번째수,,,,2.69
80066번째수,,,,5.04
80067번째수,,,,1.61
80068번째수,,,,5.98
80069번째수,,,,1.41
80070번째수,,,,3.32
80071번째수,,,,1.61
80072번째수,,,,3.85
80073번째수,,,,5.65
80074번째수,,,,4.38
80075번째수,,,,3.91
80076번째수,,,,5.27
80077번째수,,,,2.87
80078번째수,,,,1.97
80079번째수,,,,5.44
80080번째수,,,,1.07
80081번째수,,,,3.45
80082번째수,,,,5.95
80083번째수,,,,4.18
80084번째수,,,,2.36
80085번째수,,,,4.59
80086번째수,,,,4.33
80087번째수,,,,3.5
80088번째수,,,,3.36
80089번째수,,,,2.85
80090번째수,,,,4.46
80091번째수,,,,5.87
80092번째수,,,,4.23
80093번째수,,,,2.98
80094번째수,,,,4.65
80095번째수,,,,5.7
80096번째수,,,,5.0
80097번째수,,,,4.0
80098번째수,,,,4.92
80099번째수,,,,1.14
80100번째수,,,,5.6
80101번째수,,,,5.19
80102번째수,,,,5.83
80103번째수,,,,3.33
80104번째수,,,,4.33
80105번째수,,,,1.83
80106번째수,,,,4.21
80107번째수,,,,3.34
80108번째수,,,,2.23
80109번째수,,,,1.79
80110번째수,,,,1.59
80111번째수,,,,3.84
80112번째수,,,,3.93
80113번째수,,,,2.68
80114번째수,,,,4.17
80115번째수,,,,5.67
80116번째수,,,,5.37
80117번째수,,,,4.02
80118번째수,,,,2.53
80119번째수,,,,4.2
80120번째수,,,,3.11
80121번째수,,,,1.54
80122번째수,,,,4.61
80123번째수,,,,4.63
80124번째수,,,,4.86
80125번째수,,,,4.6
80126번째수,,,,2.34
80127번째수,,,,2.83
80128번째수,,,,4.5
80129번째수,,,,1.17
80130번째수,,,,4.51
80131번째수,,,,2.52
80132번째수,,,,4.4
80133번째수,,,,3.38
80134번째수,,,,5.33
80135번째수,,,,5.07
80136번째수,,,,3.47
80137번째수,,,,1.45
80138번째수,,,,1.22
80139번째수,,,,2.15
80140번째수,,,,5.63
80141번째수,,,,5.21
80142번째수,,,,3.61
80143번째수,,,,3.36
80144번째수,,,,2.22
80145번째수,,,,4.45
80146번째수,,,,4.63
80147번째수,,,,2.85
80148번째수,,,,5.58
80149번째수,,,,1.25
80150번째수,,,,2.81
80151번째수,,,,2.31
80152번째수,,,,1.68
80153번째수,,,,5.7
80154번째수,,,,1.62
80155번째수,,,,5.63
80156번째수,,,,4.09
80157번째수,,,,4.19
80158번째수,,,,2.43
80159번째수,,,,2.09
80160번째수,,,,2.82
80161번째수,,,,1.69
80162번째수,,,,2.76
80163번째수,,,,1.23
80164번째수,,,,2.0
80165번째수,,,,3.77
80166번째수,,,,3.62
80167번째수,,,,2.07
80168번째수,,,,1.54
80169번째수,,,,3.37
80170번째수,,,,1.84
80171번째수,,,,5.06
80172번째수,,,,4.91
80173번째수,,,,2.96
80174번째수,,,,4.64
80175번째수,,,,2.35
80176번째수,,,,1.38
80177번째수,,,,4.52
80178번째수,,,,4.95
80179번째수,,,,3.44
80180번째수,,,,3.53
80181번째수,,,,1.2
80182번째수,,,,4.23
80183번째수,,,,1.77
80184번째수,,,,5.96
80185번째수,,,,3.06
80186번째수,,,,4.3
80187번째수,,,,2.25
80188번째수,,,,1.44
80189번째수,,,,5.21
80190번째수,,,,3.45
80191번째수,,,,4.9
80192번째수,,,,3.81
80193번째수,,,,1.42
80194번째수,,,,1.72
80195번째수,,,,2.09
80196번째수,,,,1.67
80197번째수,,,,4.21
80198번째수,,,,4.92
80199번째수,,,,4.18
80200번째수,,,,5.49
80201번째수,,,,4.13
80202번째수,,,,1.77
80203번째수,,,,6.0
80204번째수,,,,4.34
80205번째수,,,,5.13
80206번째수,,,,4.18
80207번째수,,,,3.83
80208번째수,,,,4.29
80209번째수,,,,1.34
80210번째수,,,,3.02
80211번째수,,,,4.01
80212번째수,,,,1.23
80213번째수,,,,1.28
80214번째수,,,,4.62
80215번째수,,,,1.47
80216번째수,,,,4.38
80217번째수,,,,1.0
80218번째수,,,,5.39
80219번째수,,,,2.37
80220번째수,,,,4.69
80221번째수,,,,4.97
80222번째수,,,,5.41
80223번째수,,,,4.64
80224번째수,,,,4.61
80225번째수,,,,4.85
80226번째수,,,,3.69
80227번째수,,,,2.37
80228번째수,,,,4.79
80229번째수,,,,1.94
80230번째수,,,,3.87
80231번째수,,,,3.94
80232번째수,,,,5.88
80233번째수,,,,3.47
80234번째수,,,,2.23
80235번째수,,,,1.08
80236번째수,,,,5.22
80237번째수,,,,4.09
80238번째수,,,,2.86
80239번째수,,,,5.32
80240번째수,,,,5.67
80241번째수,,,,1.5
80242번째수,,,,3.49
80243번째수,,,,4.73
80244번째수,,,,4.91
80245번째수,,,,3.28
80246번째수,,,,3.32
80247번째수,,,,1.4
80248번째수,,,,3.77
80249번째수,,,,5.96
80250번째수,,,,1.74
80251번째수,,,,5.44
80252번째수,,,,2.98
80253번째수,,,,2.32
80254번째수,,,,3.17
80255번째수,,,,1.47
80256번째수,,,,2.36
80257번째수,,,,1.93
80258번째수,,,,2.74
80259번째수,,,,5.1
80260번째수,,,,3.9
80261번째수,,,,5.09
80262번째수,,,,4.95
80263번째수,,,,2.53
80264번째수,,,,2.51
80265번째수,,,,3.14
80266번째수,,,,3.54
80267번째수,,,,2.65
80268번째수,,,,1.91
80269번째수,,,,5.33
80270번째수,,,,1.73
80271번째수,,,,3.53
80272번째수,,,,3.26
80273번째수,,,,1.39
80274번째수,,,,3.19
80275번째수,,,,4.04
80276번째수,,,,2.68
80277번째수,,,,4.28
80278번째수,,,,3.52
80279번째수,,,,1.73
80280번째수,,,,4.5
80281번째수,,,,3.48
80282번째수,,,,2.41
80283번째수,,,,1.1
80284번째수,,,,4.18
80285번째수,,,,2.4
80286번째수,,,,2.65
80287번째수,,,,3.13
80288번째수,,,,5.32
80289번째수,,,,5.3
80290번째수,,,,2.44
80291번째수,,,,2.2
80292번째수,,,,1.44
80293번째수,,,,1.96
80294번째수,,,,5.64
80295번째수,,,,3.86
80296번째수,,,,1.68
80297번째수,,,,1.61
80298번째수,,,,3.57
80299번째수,,,,4.3
80300번째수,,,,5.91
80301번째수,,,,3.95
80302번째수,,,,3.98
80303번째수,,,,2.27
80304번째수,,,,3.14
80305번째수,,,,5.25
80306번째수,,,,5.94
80307번째수,,,,1.94
80308번째수,,,,4.71
80309번째수,,,,1.04
80310번째수,,,,4.64
80311번째수,,,,1.25
80312번째수,,,,2.85
80313번째수,,,,2.31
80314번째수,,,,4.82
80315번째수,,,,1.68
80316번째수,,,,3.71
80317번째수,,,,4.22
80318번째수,,,,4.45
80319번째수,,,,1.63
80320번째수,,,,1.76
80321번째수,,,,4.56
80322번째수,,,,2.09
80323번째수,,,,3.0
80324번째수,,,,1.17
80325번째수,,,,2.16
80326번째수,,,,1.93
80327번째수,,,,2.59
80328번째수,,,,2.27
80329번째수,,,,1.27
80330번째수,,,,5.55
80331번째수,,,,3.33
80332번째수,,,,3.94
80333번째수,,,,1.98
80334번째수,,,,5.15
80335번째수,,,,2.16
80336번째수,,,,3.76
80337번째수,,,,5.39
80338번째수,,,,1.05
80339번째수,,,,4.52
80340번째수,,,,4.76
80341번째수,,,,4.91
80342번째수,,,,2.13
80343번째수,,,,5.09
80344번째수,,,,3.31
80345번째수,,,,4.94
80346번째수,,,,5.14
80347번째수,,,,5.35
80348번째수,,,,4.75
80349번째수,,,,1.71
80350번째수,,,,3.54
80351번째수,,,,5.07
80352번째수,,,,4.83
80353번째수,,,,5.36
80354번째수,,,,3.84
80355번째수,,,,4.58
80356번째수,,,,2.39
80357번째수,,,,2.37
80358번째수,,,,5.45
80359번째수,,,,4.41
80360번째수,,,,3.07
80361번째수,,,,1.72
80362번째수,,,,3.61
80363번째수,,,,5.32
80364번째수,,,,5.52
80365번째수,,,,3.47
80366번째수,,,,5.01
80367번째수,,,,3.23
80368번째수,,,,4.78
80369번째수,,,,1.45
80370번째수,,,,3.29
80371번째수,,,,1.95
80372번째수,,,,4.96
80373번째수,,,,1.73
80374번째수,,,,3.85
80375번째수,,,,5.19
80376번째수,,,,5.1
80377번째수,,,,1.75
80378번째수,,,,5.45
80379번째수,,,,4.95
80380번째수,,,,5.84
80381번째수,,,,2.95
80382번째수,,,,3.99
80383번째수,,,,4.5
80384번째수,,,,1.29
80385번째수,,,,4.42
80386번째수,,,,4.29
80387번째수,,,,4.5
80388번째수,,,,2.71
80389번째수,,,,1.88
80390번째수,,,,3.74
80391번째수,,,,2.81
80392번째수,,,,1.43
80393번째수,,,,2.81
80394번째수,,,,3.86
80395번째수,,,,5.78
80396번째수,,,,3.54
80397번째수,,,,3.2
80398번째수,,,,1.22
80399번째수,,,,2.49
80400번째수,,,,4.03
80401번째수,,,,3.59
80402번째수,,,,3.54
80403번째수,,,,4.17
80404번째수,,,,4.15
80405번째수,,,,2.68
80406번째수,,,,2.55
80407번째수,,,,4.05
80408번째수,,,,4.07
80409번째수,,,,2.38
80410번째수,,,,5.41
80411번째수,,,,4.81
80412번째수,,,,4.37
80413번째수,,,,5.35
80414번째수,,,,4.27
80415번째수,,,,1.25
80416번째수,,,,5.7
80417번째수,,,,1.82
80418번째수,,,,2.72
80419번째수,,,,1.7
80420번째수,,,,4.69
80421번째수,,,,3.13
80422번째수,,,,4.52
80423번째수,,,,2.61
80424번째수,,,,1.47
80425번째수,,,,4.04
80426번째수,,,,5.9
80427번째수,,,,5.51
80428번째수,,,,3.98
80429번째수,,,,5.52
80430번째수,,,,1.56
80431번째수,,,,5.22
80432번째수,,,,5.16
80433번째수,,,,4.12
80434번째수,,,,1.01
80435번째수,,,,2.67
80436번째수,,,,5.77
80437번째수,,,,5.64
80438번째수,,,,5.03
80439번째수,,,,5.06
80440번째수,,,,3.67
80441번째수,,,,1.95
80442번째수,,,,1.74
80443번째수,,,,2.56
80444번째수,,,,3.32
80445번째수,,,,2.77
80446번째수,,,,5.5
80447번째수,,,,4.69
80448번째수,,,,2.29
80449번째수,,,,4.16
80450번째수,,,,4.85
80451번째수,,,,4.98
80452번째수,,,,3.5
80453번째수,,,,4.21
80454번째수,,,,2.66
80455번째수,,,,2.83
80456번째수,,,,5.01
80457번째수,,,,2.81
80458번째수,,,,5.0
80459번째수,,,,4.38
80460번째수,,,,4.03
80461번째수,,,,3.41
80462번째수,,,,2.88
80463번째수,,,,2.71
80464번째수,,,,1.71
80465번째수,,,,2.61
80466번째수,,,,4.97
80467번째수,,,,5.75
80468번째수,,,,5.9
80469번째수,,,,3.12
80470번째수,,,,3.37
80471번째수,,,,2.83
80472번째수,,,,3.19
80473번째수,,,,2.86
80474번째수,,,,1.34
80475번째수,,,,5.21
80476번째수,,,,5.8
80477번째수,,,,2.88
80478번째수,,,,1.49
80479번째수,,,,4.99
80480번째수,,,,2.79
80481번째수,,,,4.77
80482번째수,,,,1.87
80483번째수,,,,4.19
80484번째수,,,,3.42
80485번째수,,,,1.3
80486번째수,,,,1.13
80487번째수,,,,3.4
80488번째수,,,,4.53
80489번째수,,,,5.18
80490번째수,,,,3.07
80491번째수,,,,4.48
80492번째수,,,,3.8
80493번째수,,,,3.07
80494번째수,,,,1.51
80495번째수,,,,1.34
80496번째수,,,,2.49
80497번째수,,,,3.55
80498번째수,,,,3.52
80499번째수,,,,5.34
80500번째수,,,,3.65
80501번째수,,,,5.85
80502번째수,,,,2.9
80503번째수,,,,4.28
80504번째수,,,,2.38
80505번째수,,,,4.56
80506번째수,,,,1.41
80507번째수,,,,1.15
80508번째수,,,,4.18
80509번째수,,,,1.57
80510번째수,,,,4.78
80511번째수,,,,4.6
80512번째수,,,,2.32
80513번째수,,,,5.19
80514번째수,,,,4.25
80515번째수,,,,2.52
80516번째수,,,,5.94
80517번째수,,,,2.74
80518번째수,,,,2.36
80519번째수,,,,1.46
80520번째수,,,,5.02
80521번째수,,,,5.53
80522번째수,,,,2.39
80523번째수,,,,4.65
80524번째수,,,,3.54
80525번째수,,,,5.81
80526번째수,,,,1.69
80527번째수,,,,2.66
80528번째수,,,,4.58
80529번째수,,,,5.29
80530번째수,,,,3.82
80531번째수,,,,4.08
80532번째수,,,,2.08
80533번째수,,,,2.24
80534번째수,,,,2.9
80535번째수,,,,4.94
80536번째수,,,,5.47
80537번째수,,,,1.27
80538번째수,,,,3.51
80539번째수,,,,2.35
80540번째수,,,,3.33
80541번째수,,,,5.89
80542번째수,,,,1.45
80543번째수,,,,5.28
80544번째수,,,,4.85
80545번째수,,,,3.06
80546번째수,,,,1.03
80547번째수,,,,1.2
80548번째수,,,,2.96
80549번째수,,,,4.63
80550번째수,,,,5.57
80551번째수,,,,3.05
80552번째수,,,,4.07
80553번째수,,,,4.91
80554번째수,,,,2.24
80555번째수,,,,1.05
80556번째수,,,,4.21
80557번째수,,,,2.76
80558번째수,,,,5.87
80559번째수,,,,4.95
80560번째수,,,,5.45
80561번째수,,,,5.57
80562번째수,,,,3.39
80563번째수,,,,4.86
80564번째수,,,,1.47
80565번째수,,,,2.76
80566번째수,,,,5.82
80567번째수,,,,1.94
80568번째수,,,,3.58
80569번째수,,,,4.36
80570번째수,,,,4.28
80571번째수,,,,5.28
80572번째수,,,,4.6
80573번째수,,,,2.88
80574번째수,,,,3.29
80575번째수,,,,2.18
80576번째수,,,,1.96
80577번째수,,,,3.83
80578번째수,,,,5.5
80579번째수,,,,4.12
80580번째수,,,,2.62
80581번째수,,,,4.01
80582번째수,,,,5.1
80583번째수,,,,5.65
80584번째수,,,,1.2
80585번째수,,,,2.98
80586번째수,,,,5.59
80587번째수,,,,3.49
80588번째수,,,,5.31
80589번째수,,,,1.26
80590번째수,,,,4.7
80591번째수,,,,5.04
80592번째수,,,,4.93
80593번째수,,,,4.1
80594번째수,,,,1.52
80595번째수,,,,1.76
80596번째수,,,,5.65
80597번째수,,,,2.94
80598번째수,,,,4.83
80599번째수,,,,4.85
80600번째수,,,,4.45
80601번째수,,,,2.13
80602번째수,,,,3.82
80603번째수,,,,4.07
80604번째수,,,,4.69
80605번째수,,,,2.33
80606번째수,,,,3.02
80607번째수,,,,5.45
80608번째수,,,,3.35
80609번째수,,,,5.14
80610번째수,,,,5.71
80611번째수,,,,3.83
80612번째수,,,,1.91
80613번째수,,,,3.61
80614번째수,,,,2.93
80615번째수,,,,2.27
80616번째수,,,,4.79
80617번째수,,,,1.22
80618번째수,,,,3.22
80619번째수,,,,2.41
80620번째수,,,,5.4
80621번째수,,,,1.0
80622번째수,,,,5.32
80623번째수,,,,2.54
80624번째수,,,,2.62
80625번째수,,,,3.81
80626번째수,,,,4.04
80627번째수,,,,4.54
80628번째수,,,,5.29
80629번째수,,,,5.71
80630번째수,,,,2.72
80631번째수,,,,2.31
80632번째수,,,,5.93
80633번째수,,,,3.76
80634번째수,,,,4.7
80635번째수,,,,4.68
80636번째수,,,,1.95
80637번째수,,,,3.22
80638번째수,,,,5.07
80639번째수,,,,4.98
80640번째수,,,,1.23
80641번째수,,,,4.23
80642번째수,,,,3.66
80643번째수,,,,3.13
80644번째수,,,,1.15
80645번째수,,,,4.74
80646번째수,,,,2.47
80647번째수,,,,3.73
80648번째수,,,,1.82
80649번째수,,,,5.05
80650번째수,,,,1.03
80651번째수,,,,5.91
80652번째수,,,,1.36
80653번째수,,,,1.6
80654번째수,,,,4.18
80655번째수,,,,1.56
80656번째수,,,,5.27
80657번째수,,,,1.96
80658번째수,,,,4.27
80659번째수,,,,2.91
80660번째수,,,,4.85
80661번째수,,,,2.63
